business_variant,case,completed_action_questions,duty_accuracy,duty_accuracy_reason,estimated_routes,execution_id,fault,fixture_id,new_model_calls,new_tokens,observation_bytes,observation_changed_by_fault,proven_notice_then_use,rejected_evidence,source_identity,topology,undetermined,verified_routes,view,workflow_id
business-0,conflicting_sources,8,,no_independent_historical_duty_labels,"{'matched': 18, 'expected': 18, 'predicted': 18, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",d0894d4d0e7757357ff343dff85ca0184c9b2f82c0e4c2cfeede2e911889ed80,tampered_receipt,final-v1:long_chain_fork:conflicting_sources:business-0,0,0,581514,True,0,1,"{'matched': 5, 'expected': 5, 'predicted': 5, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,8,"{'matched': 17, 'expected': 18, 'predicted': 17, 'false_positive': 0, 'recall': 0.9444444444444444, 'precision': 1.0}",full,w0109
business-1,confirmed_repair,10,,no_independent_historical_duty_labels,"{'matched': 16, 'expected': 16, 'predicted': 16, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",04ab58338f9f66db190d17d616c8d7efa19a0ef21a56b9c6c7c99a75ef6c4f26,none,final-v1:long_chain_fork:confirmed_repair:business-1,0,0,815351,False,0,0,"{'matched': 5, 'expected': 5, 'predicted': 5, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,10,"{'matched': 16, 'expected': 16, 'predicted': 16, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",full,w0134
business-1,confirmed_repair,10,,no_independent_historical_duty_labels,"{'matched': 16, 'expected': 16, 'predicted': 16, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",04ab58338f9f66db190d17d616c8d7efa19a0ef21a56b9c6c7c99a75ef6c4f26,none,final-v1:long_chain_fork:confirmed_repair:business-1,0,0,3841,False,0,0,"{'matched': 0, 'expected': 5, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",long_chain_fork,10,"{'matched': 0, 'expected': 16, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",ordinary_logs,w0134
business-1,confirmed_repair,10,,no_independent_historical_duty_labels,"{'matched': 16, 'expected': 16, 'predicted': 16, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",04ab58338f9f66db190d17d616c8d7efa19a0ef21a56b9c6c7c99a75ef6c4f26,none,final-v1:long_chain_fork:confirmed_repair:business-1,0,0,784756,False,0,0,"{'matched': 5, 'expected': 5, 'predicted': 5, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,10,"{'matched': 0, 'expected': 16, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",no_receipts,w0134
business-1,confirmed_repair,10,,no_independent_historical_duty_labels,"{'matched': 0, 'expected': 16, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",04ab58338f9f66db190d17d616c8d7efa19a0ef21a56b9c6c7c99a75ef6c4f26,none,final-v1:long_chain_fork:confirmed_repair:business-1,0,0,1482,False,0,0,"{'matched': 0, 'expected': 5, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",long_chain_fork,10,"{'matched': 0, 'expected': 16, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",opaque_relay,w0134
business-1,confirmed_repair,10,,no_independent_historical_duty_labels,"{'matched': 16, 'expected': 16, 'predicted': 16, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",04ab58338f9f66db190d17d616c8d7efa19a0ef21a56b9c6c7c99a75ef6c4f26,missing_link,final-v1:long_chain_fork:confirmed_repair:business-1,0,0,801624,True,0,0,"{'matched': 5, 'expected': 5, 'predicted': 5, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,10,"{'matched': 16, 'expected': 16, 'predicted': 16, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",full,w0134
business-1,confirmed_repair,10,,no_independent_historical_duty_labels,"{'matched': 16, 'expected': 16, 'predicted': 16, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",04ab58338f9f66db190d17d616c8d7efa19a0ef21a56b9c6c7c99a75ef6c4f26,tampered_receipt,final-v1:long_chain_fork:confirmed_repair:business-1,0,0,814702,True,0,1,"{'matched': 5, 'expected': 5, 'predicted': 5, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,10,"{'matched': 15, 'expected': 16, 'predicted': 15, 'false_positive': 0, 'recall': 0.9375, 'precision': 1.0}",full,w0134
business-0,authority_unknown,8,,no_independent_historical_duty_labels,"{'matched': 16, 'expected': 16, 'predicted': 16, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",340cd0ac8d8a3e87abf46110c590293ac43b55493bf87938f8e39d93fc50371a,none,final-v1:long_chain_fork:authority_unknown:business-0,0,0,686667,False,0,0,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,8,"{'matched': 16, 'expected': 16, 'predicted': 16, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",full,w0139
business-0,authority_unknown,8,,no_independent_historical_duty_labels,"{'matched': 16, 'expected': 16, 'predicted': 16, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",340cd0ac8d8a3e87abf46110c590293ac43b55493bf87938f8e39d93fc50371a,none,final-v1:long_chain_fork:authority_unknown:business-0,0,0,3708,False,0,0,"{'matched': 0, 'expected': 4, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",long_chain_fork,8,"{'matched': 0, 'expected': 16, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",ordinary_logs,w0139
business-0,authority_unknown,8,,no_independent_historical_duty_labels,"{'matched': 16, 'expected': 16, 'predicted': 16, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",340cd0ac8d8a3e87abf46110c590293ac43b55493bf87938f8e39d93fc50371a,none,final-v1:long_chain_fork:authority_unknown:business-0,0,0,656024,False,0,0,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,8,"{'matched': 0, 'expected': 16, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",no_receipts,w0139
business-0,authority_unknown,8,,no_independent_historical_duty_labels,"{'matched': 0, 'expected': 16, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",340cd0ac8d8a3e87abf46110c590293ac43b55493bf87938f8e39d93fc50371a,none,final-v1:long_chain_fork:authority_unknown:business-0,0,0,1349,False,0,0,"{'matched': 0, 'expected': 4, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",long_chain_fork,8,"{'matched': 0, 'expected': 16, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",opaque_relay,w0139
business-0,authority_unknown,8,,no_independent_historical_duty_labels,"{'matched': 16, 'expected': 16, 'predicted': 16, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",340cd0ac8d8a3e87abf46110c590293ac43b55493bf87938f8e39d93fc50371a,missing_link,final-v1:long_chain_fork:authority_unknown:business-0,0,0,676198,True,0,0,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,8,"{'matched': 16, 'expected': 16, 'predicted': 16, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",full,w0139
business-0,authority_unknown,8,,no_independent_historical_duty_labels,"{'matched': 16, 'expected': 16, 'predicted': 16, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",340cd0ac8d8a3e87abf46110c590293ac43b55493bf87938f8e39d93fc50371a,tampered_receipt,final-v1:long_chain_fork:authority_unknown:business-0,0,0,686017,True,0,1,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,8,"{'matched': 15, 'expected': 16, 'predicted': 15, 'false_positive': 0, 'recall': 0.9375, 'precision': 1.0}",full,w0139
business-1,authority_unknown,8,,no_independent_historical_duty_labels,"{'matched': 16, 'expected': 16, 'predicted': 16, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",784d472b4660f5031aa0d7c64e89dd29301f813a1a4b062c2b0b0917dbf57a01,none,final-v1:long_chain_fork:authority_unknown:business-1,0,0,686656,False,0,0,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,8,"{'matched': 16, 'expected': 16, 'predicted': 16, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",full,w0149
business-1,authority_unknown,8,,no_independent_historical_duty_labels,"{'matched': 16, 'expected': 16, 'predicted': 16, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",784d472b4660f5031aa0d7c64e89dd29301f813a1a4b062c2b0b0917dbf57a01,none,final-v1:long_chain_fork:authority_unknown:business-1,0,0,3708,False,0,0,"{'matched': 0, 'expected': 4, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",long_chain_fork,8,"{'matched': 0, 'expected': 16, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",ordinary_logs,w0149
business-1,authority_unknown,8,,no_independent_historical_duty_labels,"{'matched': 16, 'expected': 16, 'predicted': 16, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",784d472b4660f5031aa0d7c64e89dd29301f813a1a4b062c2b0b0917dbf57a01,none,final-v1:long_chain_fork:authority_unknown:business-1,0,0,656013,False,0,0,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,8,"{'matched': 0, 'expected': 16, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",no_receipts,w0149
business-1,authority_unknown,8,,no_independent_historical_duty_labels,"{'matched': 0, 'expected': 16, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",784d472b4660f5031aa0d7c64e89dd29301f813a1a4b062c2b0b0917dbf57a01,none,final-v1:long_chain_fork:authority_unknown:business-1,0,0,1349,False,0,0,"{'matched': 0, 'expected': 4, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",long_chain_fork,8,"{'matched': 0, 'expected': 16, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",opaque_relay,w0149
business-1,authority_unknown,8,,no_independent_historical_duty_labels,"{'matched': 16, 'expected': 16, 'predicted': 16, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",784d472b4660f5031aa0d7c64e89dd29301f813a1a4b062c2b0b0917dbf57a01,missing_link,final-v1:long_chain_fork:authority_unknown:business-1,0,0,676187,True,0,0,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,8,"{'matched': 16, 'expected': 16, 'predicted': 16, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",full,w0149
business-1,authority_unknown,8,,no_independent_historical_duty_labels,"{'matched': 16, 'expected': 16, 'predicted': 16, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",784d472b4660f5031aa0d7c64e89dd29301f813a1a4b062c2b0b0917dbf57a01,tampered_receipt,final-v1:long_chain_fork:authority_unknown:business-1,0,0,686006,True,0,1,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,8,"{'matched': 15, 'expected': 16, 'predicted': 15, 'false_positive': 0, 'recall': 0.9375, 'precision': 1.0}",full,w0149
business-0,active,22,,no_independent_historical_duty_labels,"{'matched': 31, 'expected': 31, 'predicted': 31, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",fcb84498b0d791f53955f823fb9c2a7bb9ea9587d49580bc70ca8dd6d9e7627b,none,final-v1:converge_then_fork:active:business-0,0,0,1265101,False,0,0,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",converge_then_fork,22,"{'matched': 31, 'expected': 31, 'predicted': 31, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",full,w0154
business-0,active,22,,no_independent_historical_duty_labels,"{'matched': 31, 'expected': 31, 'predicted': 31, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",fcb84498b0d791f53955f823fb9c2a7bb9ea9587d49580bc70ca8dd6d9e7627b,none,final-v1:converge_then_fork:active:business-0,0,0,6843,False,0,0,"{'matched': 0, 'expected': 4, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",converge_then_fork,22,"{'matched': 0, 'expected': 31, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",ordinary_logs,w0154
business-0,active,22,,no_independent_historical_duty_labels,"{'matched': 31, 'expected': 31, 'predicted': 31, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",fcb84498b0d791f53955f823fb9c2a7bb9ea9587d49580bc70ca8dd6d9e7627b,none,final-v1:converge_then_fork:active:business-0,0,0,1206426,False,0,0,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",converge_then_fork,22,"{'matched': 0, 'expected': 31, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",no_receipts,w0154
business-0,active,22,,no_independent_historical_duty_labels,"{'matched': 0, 'expected': 31, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",fcb84498b0d791f53955f823fb9c2a7bb9ea9587d49580bc70ca8dd6d9e7627b,none,final-v1:converge_then_fork:active:business-0,0,0,2438,False,0,0,"{'matched': 0, 'expected': 4, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",converge_then_fork,22,"{'matched': 0, 'expected': 31, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",opaque_relay,w0154
business-0,active,22,,no_independent_historical_duty_labels,"{'matched': 31, 'expected': 31, 'predicted': 31, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",fcb84498b0d791f53955f823fb9c2a7bb9ea9587d49580bc70ca8dd6d9e7627b,missing_link,final-v1:converge_then_fork:active:business-0,0,0,1250953,True,0,0,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",converge_then_fork,22,"{'matched': 31, 'expected': 31, 'predicted': 31, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",full,w0154
business-0,active,22,,no_independent_historical_duty_labels,"{'matched': 31, 'expected': 31, 'predicted': 31, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",fcb84498b0d791f53955f823fb9c2a7bb9ea9587d49580bc70ca8dd6d9e7627b,tampered_receipt,final-v1:converge_then_fork:active:business-0,0,0,1264456,True,0,1,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",converge_then_fork,22,"{'matched': 30, 'expected': 31, 'predicted': 30, 'false_positive': 0, 'recall': 0.967741935483871, 'precision': 1.0}",full,w0154
business-1,active,22,,no_independent_historical_duty_labels,"{'matched': 31, 'expected': 31, 'predicted': 31, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",d3f0c13ef4dc81dbaadd67607e2820086a96447d24a4b5dbb3c589463fe30bf7,none,final-v1:converge_then_fork:active:business-1,0,0,1265105,False,0,0,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",converge_then_fork,22,"{'matched': 31, 'expected': 31, 'predicted': 31, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",full,w0159
business-1,active,22,,no_independent_historical_duty_labels,"{'matched': 31, 'expected': 31, 'predicted': 31, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",d3f0c13ef4dc81dbaadd67607e2820086a96447d24a4b5dbb3c589463fe30bf7,none,final-v1:converge_then_fork:active:business-1,0,0,6843,False,0,0,"{'matched': 0, 'expected': 4, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",converge_then_fork,22,"{'matched': 0, 'expected': 31, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",ordinary_logs,w0159
business-1,active,22,,no_independent_historical_duty_labels,"{'matched': 31, 'expected': 31, 'predicted': 31, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",d3f0c13ef4dc81dbaadd67607e2820086a96447d24a4b5dbb3c589463fe30bf7,none,final-v1:converge_then_fork:active:business-1,0,0,1206430,False,0,0,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",converge_then_fork,22,"{'matched': 0, 'expected': 31, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",no_receipts,w0159
business-1,active,22,,no_independent_historical_duty_labels,"{'matched': 0, 'expected': 31, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",d3f0c13ef4dc81dbaadd67607e2820086a96447d24a4b5dbb3c589463fe30bf7,none,final-v1:converge_then_fork:active:business-1,0,0,2438,False,0,0,"{'matched': 0, 'expected': 4, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",converge_then_fork,22,"{'matched': 0, 'expected': 31, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",opaque_relay,w0159
business-1,active,22,,no_independent_historical_duty_labels,"{'matched': 31, 'expected': 31, 'predicted': 31, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",d3f0c13ef4dc81dbaadd67607e2820086a96447d24a4b5dbb3c589463fe30bf7,missing_link,final-v1:converge_then_fork:active:business-1,0,0,1250957,True,0,0,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",converge_then_fork,22,"{'matched': 31, 'expected': 31, 'predicted': 31, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",full,w0159
business-1,active,22,,no_independent_historical_duty_labels,"{'matched': 31, 'expected': 31, 'predicted': 31, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",d3f0c13ef4dc81dbaadd67607e2820086a96447d24a4b5dbb3c589463fe30bf7,tampered_receipt,final-v1:converge_then_fork:active:business-1,0,0,1264460,True,0,1,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",converge_then_fork,22,"{'matched': 30, 'expected': 31, 'predicted': 30, 'false_positive': 0, 'recall': 0.967741935483871, 'precision': 1.0}",full,w0159
business-0,tampered_handoff,21,,no_independent_historical_duty_labels,"{'matched': 29, 'expected': 29, 'predicted': 29, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",799b19ea7e6d581c1957e5c5921526b12bf3da2a293fb22c4aa94bf32fb8e8d1,none,final-v1:converge_then_fork:tampered_handoff:business-0,0,0,1202927,False,0,3,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",converge_then_fork,21,"{'matched': 29, 'expected': 29, 'predicted': 29, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",full,w0164
business-0,tampered_handoff,21,,no_independent_historical_duty_labels,"{'matched': 29, 'expected': 29, 'predicted': 29, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",799b19ea7e6d581c1957e5c5921526b12bf3da2a293fb22c4aa94bf32fb8e8d1,none,final-v1:converge_then_fork:tampered_handoff:business-0,0,0,6469,False,0,0,"{'matched': 0, 'expected': 4, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",converge_then_fork,21,"{'matched': 0, 'expected': 29, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",ordinary_logs,w0164
business-0,tampered_handoff,21,,no_independent_historical_duty_labels,"{'matched': 29, 'expected': 29, 'predicted': 29, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",799b19ea7e6d581c1957e5c5921526b12bf3da2a293fb22c4aa94bf32fb8e8d1,none,final-v1:converge_then_fork:tampered_handoff:business-0,0,0,1147186,False,0,3,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",converge_then_fork,21,"{'matched': 0, 'expected': 29, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",no_receipts,w0164
business-0,tampered_handoff,21,,no_independent_historical_duty_labels,"{'matched': 0, 'expected': 29, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",799b19ea7e6d581c1957e5c5921526b12bf3da2a293fb22c4aa94bf32fb8e8d1,none,final-v1:converge_then_fork:tampered_handoff:business-0,0,0,2381,False,0,0,"{'matched': 0, 'expected': 4, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",converge_then_fork,21,"{'matched': 0, 'expected': 29, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",opaque_relay,w0164
business-0,tampered_handoff,21,,no_independent_historical_duty_labels,"{'matched': 29, 'expected': 29, 'predicted': 29, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",799b19ea7e6d581c1957e5c5921526b12bf3da2a293fb22c4aa94bf32fb8e8d1,missing_link,final-v1:converge_then_fork:tampered_handoff:business-0,0,0,1189214,True,0,3,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",converge_then_fork,21,"{'matched': 29, 'expected': 29, 'predicted': 29, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",full,w0164
business-0,tampered_handoff,21,,no_independent_historical_duty_labels,"{'matched': 29, 'expected': 29, 'predicted': 29, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",799b19ea7e6d581c1957e5c5921526b12bf3da2a293fb22c4aa94bf32fb8e8d1,tampered_receipt,final-v1:converge_then_fork:tampered_handoff:business-0,0,0,1202272,True,0,4,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",converge_then_fork,21,"{'matched': 28, 'expected': 29, 'predicted': 28, 'false_positive': 0, 'recall': 0.9655172413793104, 'precision': 1.0}",full,w0164
business-1,tampered_handoff,21,,no_independent_historical_duty_labels,"{'matched': 29, 'expected': 29, 'predicted': 29, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",26abaa2e228e463312ada038db09dadbbc3b28071aaa11680061f804ee3d0e3a,none,final-v1:converge_then_fork:tampered_handoff:business-1,0,0,1202953,False,0,3,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",converge_then_fork,21,"{'matched': 29, 'expected': 29, 'predicted': 29, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",full,w0169
business-1,tampered_handoff,21,,no_independent_historical_duty_labels,"{'matched': 29, 'expected': 29, 'predicted': 29, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",26abaa2e228e463312ada038db09dadbbc3b28071aaa11680061f804ee3d0e3a,none,final-v1:converge_then_fork:tampered_handoff:business-1,0,0,6469,False,0,0,"{'matched': 0, 'expected': 4, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",converge_then_fork,21,"{'matched': 0, 'expected': 29, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",ordinary_logs,w0169
business-1,tampered_handoff,21,,no_independent_historical_duty_labels,"{'matched': 29, 'expected': 29, 'predicted': 29, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",26abaa2e228e463312ada038db09dadbbc3b28071aaa11680061f804ee3d0e3a,none,final-v1:converge_then_fork:tampered_handoff:business-1,0,0,1147212,False,0,3,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",converge_then_fork,21,"{'matched': 0, 'expected': 29, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",no_receipts,w0169
business-1,tampered_handoff,21,,no_independent_historical_duty_labels,"{'matched': 0, 'expected': 29, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",26abaa2e228e463312ada038db09dadbbc3b28071aaa11680061f804ee3d0e3a,none,final-v1:converge_then_fork:tampered_handoff:business-1,0,0,2381,False,0,0,"{'matched': 0, 'expected': 4, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",converge_then_fork,21,"{'matched': 0, 'expected': 29, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",opaque_relay,w0169
business-1,tampered_handoff,21,,no_independent_historical_duty_labels,"{'matched': 29, 'expected': 29, 'predicted': 29, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",26abaa2e228e463312ada038db09dadbbc3b28071aaa11680061f804ee3d0e3a,missing_link,final-v1:converge_then_fork:tampered_handoff:business-1,0,0,1189240,True,0,3,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",converge_then_fork,21,"{'matched': 29, 'expected': 29, 'predicted': 29, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",full,w0169
business-1,tampered_handoff,21,,no_independent_historical_duty_labels,"{'matched': 29, 'expected': 29, 'predicted': 29, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",26abaa2e228e463312ada038db09dadbbc3b28071aaa11680061f804ee3d0e3a,tampered_receipt,final-v1:converge_then_fork:tampered_handoff:business-1,0,0,1202298,True,0,4,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",converge_then_fork,21,"{'matched': 28, 'expected': 29, 'predicted': 28, 'false_positive': 0, 'recall': 0.9655172413793104, 'precision': 1.0}",full,w0169
business-0,root_retraction,11,,no_independent_historical_duty_labels,"{'matched': 22, 'expected': 22, 'predicted': 22, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",fdedbf07d5471829b00130e74e006b416b1b32e4ee895fe49ead1c093c6c3ce8,none,final-v1:converge_then_fork:root_retraction:business-0,0,0,902757,False,0,0,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",converge_then_fork,11,"{'matched': 22, 'expected': 22, 'predicted': 22, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",full,w0174
business-0,root_retraction,11,,no_independent_historical_duty_labels,"{'matched': 22, 'expected': 22, 'predicted': 22, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",fdedbf07d5471829b00130e74e006b416b1b32e4ee895fe49ead1c093c6c3ce8,none,final-v1:converge_then_fork:root_retraction:business-0,0,0,5010,False,0,0,"{'matched': 0, 'expected': 4, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",converge_then_fork,11,"{'matched': 0, 'expected': 22, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",ordinary_logs,w0174
business-0,root_retraction,11,,no_independent_historical_duty_labels,"{'matched': 22, 'expected': 22, 'predicted': 22, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",fdedbf07d5471829b00130e74e006b416b1b32e4ee895fe49ead1c093c6c3ce8,none,final-v1:converge_then_fork:root_retraction:business-0,0,0,860528,False,0,0,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",converge_then_fork,11,"{'matched': 0, 'expected': 22, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",no_receipts,w0174
