combination,check_text,frequency
verified_certificate:resp,核对提单描述（MX series，10套）与信用证及装箱单无冲突,1
verified_certificate:resp,核对检验证明范围与结果,4
verified_certificate:resp,审查销售助理修改发票至 MX-40B 的依据（技术沟通邮件）,1
verified_certificate:resp,核对订舱记录实际承运货物型号与数量,1
verified_certificate:resp,核对提单运输描述与订舱记录的一致性,2
verified_certificate:resp,核对提单描述与当前发票/装箱单/检验证明是否存在冲突,1
verified_certificate:resp,核实是否存在已获买方正式批准的型号变更,1
verified_certificate:resp,核对当前单据包版本(bundle_version=2)下发票、装箱单、提单、检验证明之间型号与数量的一致性,1
verified_certificate:resp,核对检验证明QC-1的检查范围是否覆盖本机构职责(包装完整性及数量抽样),1
verified_certificate:resp,核对提单运输描述'MX series'与发票/装箱单/检验证明显示的MX-40是否构成冲突,1
verified_certificate:resp,核对信用证要求与单据相符性(型号MX-40、数量10、需买方正式批准方可变更型号),1
verified_certificate:resp,核对是否存在已获买方正式批准的型号变更,1
verified_certificate:resp,核对信用证LC-1要求的型号(MX-40)、数量(10)与当前单据包版本2下各单据的型号与数量是否一致,1
verified_certificate:resp,核对发票INV-3与信用证LC-1的型号与数量一致性,1
verified_certificate:resp,核对装箱单PK-1与发票INV-3的型号与数量一致性,1
verified_certificate:resp,核对提单BL-1运输描述与发票/装箱单/检验证明是否构成冲突(描述不必字面一致但不能互相冲突),1
verified_certificate:resp,核对检验证明QC-1的检查范围(包装完整性及数量抽样)与信用证及单据一致性要求的相符性,1
verified_certificate:resp,核对信用证LC-1关于型号变更需买方正式批准的条件是否得到满足,1
verified_certificate:resp,核对卖方公开消息所述发票型号纠正是否已实际反映在当前单据包(INV-3为MX-40),1
verified_certificate:resp,核对货代与检验机构公开结论与本机构独立审单结果是否一致,1
verified_certificate:resp,核对信用证LC-1要求的型号(MX-40)、数量(10)与当前单据包版本2下发票、装箱单、提单、检验证明的型号与数量是否一致,1
verified_certificate:resp,核对发票INV-3版本是否反映卖方纠正后的MX-40型号,1
verified_certificate:resp,核对提单BL-1运输描述'MX series'与发票/装箱单/检验证明所载MX-40是否构成冲突,1
verified_certificate:resp,核对检验证明QC-1的检查范围(包装完整性及数量抽样)与单据相符性审核的边界,1
verified_certificate:resp,核对信用证LC-1关于型号变更需买方正式批准的条件是否得到满足(销售邮件是否构成正式批准),1
verified_certificate:resp,核对货代、检验机构、出口银行各自独立审单结论的一致性,1
verified_certificate:resp,核对当前单据包版本2下发票、装箱单、检验证明型号与数量是否一致为MX-40/10套,1
verified_certificate:resp,核对信用证LC-1型号(MX-40)、数量(10)与各单据的一致性,1
verified_certificate:resp,核对信用证型号变更条件(需买方正式批准)是否得到满足,1
verified_certificate:resp,核对销售邮件是否构成对MX-40B的正式采购批准,1
verified_certificate:resp,核对提单'MX series'概括描述是否与MX-40构成冲突,1
verified_certificate:resp,核对检验证明QC-1的检查范围(包装完整性及数量抽样)及其对设备性能保证的边界,1
verified_certificate:resp,核对销售助理提交的销售邮件原文内容,1
verified_certificate:resp,核对生产 ERP 中本批货物的实际型号与数量,1
verified_certificate:resp,核对信用证对型号的描述与变更授权要求,1
verified_certificate:resp,核对装箱单、提单、检验证明中的型号/描述一致性,1
verified_certificate:resp,核对发票当前型号与信用证及其他单据的匹配情况,1
verified_certificate:resp,核对订舱记录：10套MX-40泵，与信用证要求一致,1
verified_certificate:resp,核对提单运输描述：'10 industrial pump sets MX series'，为MX-40的非冲突概括描述，依据当前授权无需强制改单,1
verified_certificate:resp,核对发票(PK-1)型号MX-40、数量10，与订舱及信用证一致,1
verified_certificate:resp,核对装箱单(PK-1)型号MX-40、数量10，与订舱及信用证一致,1
verified_certificate:resp,核对检验证明(QC-1)结果clear，与运输描述不冲突,1
verified_certificate:resp,核对销售邮件：买方明确表示采购审批未完成、暂不变更型号，不构成正式型号变更批准,1
verified_certificate:resp,核对检验证明(QC-1)版本与范围：仅覆盖包装完整性及数量抽样,1
verified_certificate:resp,核对检验证明(QC-1)与发票、装箱单、提单在型号(MX-40)与数量(10)上无冲突,1
verified_certificate:resp,核对当前单据包版本(bundle_version=2)及workflow_execution_receipt，确认以最新版本为准、旧证书已失效,1
verified_certificate:resp,核对买方销售邮件是否构成正式型号变更批准,1
verified_certificate:resp,确认本机构当前任务范围内不存在新增性能/适配性检验委托,1
verified_certificate:resp,核对信用证(LC-1)要求：型号MX-40、数量10，需发票、装箱单、提单和检验证明相互不冲突，型号变更需买方正式批准,1
verified_certificate:resp,核对当前发票(INV-3)型号MX-40、数量10与信用证一致,1
verified_certificate:resp,核对装箱单(PK-1)型号MX-40、数量10与发票及信用证一致,1
verified_certificate:resp,核对提单(BL-1)描述'10 industrial pump sets MX series'与MX-40及数量10不构成冲突，属于MX-40的非冲突概括描述,1
verified_certificate:resp,核对检验证明(QC-1)结果clear，范围为包装完整性及数量抽样，与运输描述无冲突,1
verified_certificate:resp,核对买方销售邮件性质：仅为技术初步反馈，明确表示采购审批未完成并要求暂不安排型号变更，不构成正式型号变更批准,1
verified_certificate:resp,核对workflow_execution_receipt：当前单据包版本为2，旧版本问题以当前单据为准，旧证书已失效,1
verified_certificate:resp,核对公开消息中seller、freight_forwarder、inspector的核验结论均与现行单据一致,1
verified_certificate:resp,核对信用证(LC-1)条款：型号MX-40、数量10，要求发票、装箱单、提单和检验证明相互不冲突，型号变更需买方正式批准,1
verified_certificate:resp,核对当前发票(INV-3)型号MX-40、数量10，与信用证一致,1
verified_certificate:resp,核对装箱单(PK-1)型号MX-40、数量10，与发票及信用证一致,1
verified_certificate:resp,核对提单(BL-1)描述'10 industrial pump sets MX series'与MX-40及数量10是否构成冲突,1
verified_certificate:resp,核对检验证明(QC-1)结果clear、范围为包装完整性及数量抽样，与运输描述无冲突,1
verified_certificate:resp,核对买方销售邮件性质：是否构成信用证项下的正式型号变更批准,2
verified_certificate:resp,核对workflow_execution_receipt及bundle_version=2，确认以最新单据包为准、旧证书已失效,1
verified_certificate:resp,核对上游seller、freight_forwarder、inspector、export_bank的公开核验结论及其与现行单据的一致性,1
verified_certificate:resp,核对信用证LC-1要求型号MX-40、数量10，发票、装箱单、提单、检验证明需相互不冲突，型号变更需买方正式批准,1
verified_certificate:resp,核对现行发票(INV-3)型号MX-40、数量10，与信用证一致,1
verified_certificate:resp,核对现行装箱单(PK-1)型号MX-40、数量10，与发票及信用证一致,1
verified_certificate:resp,核对现行提单(BL-1)描述'10 industrial pump sets MX series'与MX-40是否构成冲突,1
verified_certificate:resp,核对现行检验证明(QC-1)结果clear、范围为包装完整性及数量抽样,1
verified_certificate:resp,核对workflow_execution_receipt与bundle_version=2，确认以最新单据包为准、旧版本已失效,1
verified_certificate:resp,核对上游seller、freight_forwarder、inspector、export_bank、issuing_bank核验结论与现行单据的一致性,1
verified_certificate:resp,核对买方生产系统授权范围：仅MX-40获批准，MX-40B尚未通过采购审批,1
verified_certificate:resp,核对信用证 MX-40 型号、数量与各单据一致性,1
verified_certificate:resp,核对发票型号与生产 ERP 实际出库型号,1
verified_certificate:resp,核对装箱单、提单描述、检验证明与信用证及发票的型号/数量一致性,1
verified_certificate:resp,核对型号变更是否已获买方正式授权,1
verified_certificate:resp,核对订舱记录：10套MX-40泵，提单原描述为MX series,1
verified_certificate:resp,核对发票、装箱单当前版本：均为MX-40，数量10,1
verified_certificate:resp,核对信用证：MX-40，数量10,1
verified_certificate:resp,核对检验证明：包装与数量抽样clear,1
verified_certificate:resp,核对卖方公开消息：发票已由卖方按MX-40纠正，单据包版本2,1
verified_certificate:resp,核对销售邮件：买方未批准型号变更，明确要求暂不据此安排变更,1
verified_certificate:resp,核对生产ERP中本批实际出库型号与数量,1
verified_certificate:resp,核对发票、装箱单、提单、检验证明中的型号、数量是否一致,1
verified_certificate:resp,核对信用证要求的型号与当前单据包是否一致,1
verified_certificate:resp,核对销售助理修改发票所依据的邮件是否构成买方正式型号变更授权,1
verified_certificate:resp,核对提单运输描述与信用证、发票、装箱单是否相互不冲突,1
verified_certificate:resp,核对检验证明QC-1的检查范围为包装完整性及数量抽样,1
verified_certificate:resp,核对当前单据包版本3中发票、装箱单、提单型号与数量与信用证MX-40/10套一致,1
verified_certificate:resp,核对买方关于型号变更是否已正式批准（销售邮件明确采购审批仍在走，未批准型号变更）,1
verified_certificate:resp,核对检验证明范围是否覆盖MX-40与MX-40B之间型号差异所涉性能/适配性,1
verified_certificate:resp,核对信用证、发票、装箱单、提单及检验证明中的型号与数量,1
verified_certificate:resp,核对各单据之间的描述是否相互冲突,1
verified_certificate:resp,核对型号变更是否获得买方正式批准,1
verified_certificate:resp,核对检验证明范围是否覆盖本单据项下的要求,1
verified_certificate:resp,核对信用证LC-1要求的型号与数量,2
verified_certificate:resp,核对当前单据包版本3下发票、装箱单、提单、检验证明的型号、数量与描述,1
verified_certificate:resp,核对各单据之间是否存在型号或数量冲突,2
verified_certificate:resp,核对型号变更是否获得买方正式批准（依据信用证条款及销售邮件）,1
verified_certificate:resp,核对检验证明QC-1的范围是否覆盖信用证要求,1
verified_certificate:resp,确认上游clear结论并独立判断，不依赖其代为审单,1
verified_certificate:resp,核对当前单据包版本3下发票(INV-3)、装箱单(PK-1)、提单(BL-3)、检验证明(QC-1)的型号与数量,1
verified_certificate:resp,核对MX-40B型号变更是否已获买方正式批准（依据销售邮件及采购审批状态）,1
verified_certificate:resp,核对检验证明QC-1的范围是否覆盖本批货物,1
verified_certificate:resp,核对卖方纠正MX-40B发票所依据的证据（ERP实际出库）,1
verified_certificate:resp,核对信用证(LC-1)规定的型号与数量,1
verified_certificate:resp,核对发票(INV-2)的型号与数量,1
verified_certificate:resp,核对装箱单(PK-1)的型号与数量,1
verified_certificate:resp,核对提单(BL-1)的货物描述,1
verified_certificate:resp,核对检验证明(QC-1)的范围与结果,1
verified_certificate:resp,核对ERP系统实际生产/发货型号与数量,1
verified_certificate:resp,审查销售助理据以改单的邮件原文及其授权性质,1
verified_certificate:resp,核对订舱记录：10套MX-40泵,4
verified_certificate:resp,核对提单(BL-1)运输描述：10 industrial pump sets MX series,1
verified_certificate:resp,评估运输描述与信用证/发票/装箱单型号(MX-40)的一致性,1
verified_certificate:resp,确认承运人委托范围内可依据订舱记录明确运输描述,1
verified_certificate:resp,核对信用证对运输描述的具体要求,1
verified_certificate:resp,核对QC-1检验证明(版本QC-1)的检查范围描述,1
verified_certificate:resp,核对QC-1结果与发票/装箱单/提单中型号(MX-40)及数量(10)的对应关系,1
verified_certificate:resp,核对当前单据包版本(bundle_version 2)与工作流执行回执确认的发票更正状态,1
verified_certificate:resp,核对信用证(L C-1)对型号与数量的要求，以及信用证载明的型号变更需买方正式批准的条件,1
verified_certificate:resp,核对卖方公开消息中关于发票已更正为MX-40的说明,1
verified_certificate:resp,核对买方技术人员邮件内容是否构成型号变更的正式批准,2
verified_certificate:resp,依据本组织职责范围(包装完整性与数量抽样)评估检验结论的有效性,1
verified_certificate:resp,核对信用证(LC-1)对型号、数量及型号变更授权的要求,1
verified_certificate:resp,核对当前发票(INV-3)型号与数量是否与信用证一致,1
verified_certificate:resp,核对装箱单(PK-1)型号与数量是否与发票及信用证一致,1
verified_certificate:resp,"核对提单(BL-1)运输描述与信用证/发票/装箱单的型号一致性,评估概括描述MX series与具体型号MX-40是否冲突",1
verified_certificate:resp,核对检验证明(QC-1)范围与结果在审单语境下的可接受性,1
verified_certificate:resp,核对卖方公开消息中关于发票更正为MX-40的说明与工作流执行回执确认的当前单据包版本,1
verified_certificate:resp,核对买方技术邮件是否构成信用证项下型号变更的正式批准,1
verified_certificate:resp,核对前置环节(freight_forwarder、inspector)证书与公开消息的一致性,1
verified_certificate:resp,核对是否存在需补充证据或升级人工的事项,2
verified_certificate:resp,核对信用证(LC-1)对型号、数量及型号变更需买方正式批准的要求,1
verified_certificate:resp,核对当前发票(INV-3)型号MX-40、数量10与信用证的一致性,2
verified_certificate:resp,核对装箱单(PK-1)型号MX-40、数量10与发票及信用证的一致性,2
verified_certificate:resp,"核对提单(BL-1)运输描述10 industrial pump sets MX series与信用证/发票/装箱单MX-40的型号一致性,评估概括描述是否构成冲突",1
verified_certificate:resp,核对检验证明(QC-1)范围(包装完整性及数量抽样)与结果clear在审单语境下的可接受性,1
verified_certificate:resp,核对卖方公开消息及工作流执行回执确认的发票更正状态与当前单据包版本(bundle_version 2),1
verified_certificate:resp,核对买方技术人员邮件内容是否构成信用证项下型号变更的正式批准,1
verified_certificate:resp,核对前置环节(freight_forwarder、inspector、export_bank)证书与公开消息的一致性,1
verified_certificate:resp,核对信用证(LC-1)型号MX-40、数量10及型号变更需买方正式批准的要求,1
verified_certificate:resp,核对提单(BL-1)运输描述10 industrial pump sets MX series与MX-40的一致性,1
verified_certificate:resp,核对检验证明(QC-1)范围(包装完整性及数量抽样)与结果clear,1
verified_certificate:resp,核对卖方公开消息及工作流执行回执确认的发票更正状态与单据包版本(bundle_version 2),1
verified_certificate:resp,核对前置环节(freight_forwarder、inspector、export_bank、issuing_bank)证书与公开消息的一致性,1
verified_certificate:resp,核对信用证 MX-40 与发票 MX-40B 型号一致性,1
verified_certificate:resp,核对发票、装箱单、提单、检验证明的数量一致性,1
verified_certificate:resp,核对信用证要求与现有单据是否冲突,1
verified_certificate:resp,核实型号变更是否获得买方正式书面授权,1
verified_certificate:resp,核对订舱记录：10套MX-40泵，与信用证及发票一致,1
verified_certificate:resp,核对提单运输描述：'MX series' 是否与订舱/发票存在冲突,1
verified_certificate:resp,核对是否存在买方对型号变更的正式批准,1
verified_certificate:resp,核对检验证书QC-1的检查范围是否覆盖当前单据包内容,1
verified_certificate:resp,核对发票、装箱单、提单中数量与型号描述与信用证是否相互一致,1
verified_certificate:resp,核对是否存在型号变更及买方正式批准的依据,1
verified_certificate:resp,确认本机构（独立检验机构）的职责边界：仅执行QC-1范围内的包装完整性与数量抽样,1
verified_certificate:resp,核对信用证LC-1所要求的单据是否齐全：发票、装箱单、提单、检验证明,2
verified_certificate:resp,核对发票INV-3型号MX-40、数量10与信用证LC-1是否一致,2
verified_certificate:resp,核对装箱单PK-1型号MX-40、数量10与信用证及发票是否一致,2
verified_certificate:resp,核对提单BL-1运输描述'10 industrial pump sets MX series'与信用证MX-40、数量10是否构成冲突,2
verified_certificate:resp,核对买方邮件中关于MX-40B的表述是否构成型号变更的正式批准,2
verified_certificate:resp,核对各单据包版本及信用证要求的型号变更是否获得买方正式批准,2
verified_certificate:resp,确认本行（通知行/审单行）职责范围：不负责实物质量保证，审单仅对照信用证条款与单据表面一致性,1
verified_certificate:resp,确认本行（开证行）职责范围：独立判断单据表面一致性，不担保实物质量，不替代上游clear结论,1
verified_certificate:resp,核对发票INV-3型号与数量是否与信用证LC-1一致,1
verified_certificate:resp,核对装箱单PK-1型号与数量是否与发票及信用证一致,2
verified_certificate:resp,核对提单BL-1描述与数量是否与信用证所列型号/数量构成冲突,1
verified_certificate:resp,核对是否存在未经买方正式批准的型号变更依据（含买方邮件、销售邮件）,1
verified_certificate:resp,核对检验证明QC-1范围与结果，确认其不覆盖性能/规格层面,1
verified_certificate:resp,确认买方邮件中MX-40B相关表述是否构成信用证项下的正式型号变更批准,1
verified_certificate:resp,核对信用证 MX-40 与本组织 ERP 实际生产记录,1
verified_certificate:resp,核对发票 MX-40B 与装箱单 MX-40 的型号一致性,1
verified_certificate:resp,审查买方技术邮件是否构成对型号变更的正式采购授权,1
verified_certificate:resp,核对各单据数量（10套）是否一致,1
verified_certificate:resp,核对订舱记录确认实际装运型号为MX-40,1
verified_certificate:resp,核对提单描述10 industrial pump sets MX series与订舱记录MX-40不冲突,1
verified_certificate:resp,核对发票、装箱单、检验证明均显示MX-40,1
verified_certificate:resp,核对买方邮件仅为非正式技术沟通，未授权型号变更,1
verified_certificate:resp,核对信用证 LC-1 规定的型号与数量,1
verified_certificate:resp,比对发票、装箱单、提单、检验证明的型号与数量一致性,1
verified_certificate:resp,核对销售助理改单依据（技术邮件）是否构成买方正式型号变更授权,1
verified_certificate:resp,核对内部 ERP 实际生产/发货型号,1
verified_certificate:resp,核对订舱记录与提单运输描述的一致性,1
verified_certificate:resp,确认订舱实际型号为 MX-40（10套）,1
verified_certificate:resp,确认当前提单描述 '10 industrial pump sets MX series' 是否与信用证、发票、装箱单存在不冲突的概括关系,1
verified_certificate:resp,确认发票型号 MX-40、装箱单型号 MX-40、检验证明未涉及具体型号,1
verified_certificate:resp,审查卖方公开消息中关于发票改单的依据与版本变更说明,1
verified_certificate:resp,审查销售邮件中买方关于型号变更的内部审批状态,1
verified_certificate:resp,核对当前发票（INV-3）型号 MX-40、数量 10 与信用证 MX-40/10 一致,1
verified_certificate:resp,核对装箱单 PK-1 型号 MX-40、数量 10 与发票一致,1
verified_certificate:resp,核对提单 BL-3 描述 10 industrial pump sets MX-40 与发票、装箱单、信用证型号数量一致,1
verified_certificate:resp,核对检验证明 QC-1 范围与结果无单据冲突,1
verified_certificate:resp,核对销售助理将发票改为 MX-40B 的依据仅为买方技术沟通邮件，该邮件明确写明'采购审批还在走，请暂不要据此安排型号变更'，不构成正式型号变更授权,1
verified_certificate:resp,确认 ERP 实际货物型号为 MX-40，与全套单据当前一致,1
verified_certificate:resp,核对检验证明 QC-1 的检查范围（包装完整性及数量抽样）与信用证及发票、装箱单、提单在型号 MX-40、数量 10 上无单据冲突,1
verified_certificate:resp,确认本机构检查范围仅限包装完整性与数量抽样，不涉及设备性能或型号适配性，MX-40B 可行性不属于本机构职责,1
verified_certificate:resp,核对销售邮件内容：买方明确表示采购审批未完成，请勿据此安排型号变更，不构成型号变更授权,1
verified_certificate:resp,确认当前单据包版本 3 中，信用证、发票、装箱单、提单型号数量已一致,1
verified_certificate:resp,核对信用证 LC-1：型号 MX-40、数量 10，要求发票、装箱单、提单、检验证明型号数量相互一致,2
verified_certificate:resp,核对发票 INV-3：型号 MX-40、数量 10，与信用证一致,2
verified_certificate:resp,核对装箱单 PK-1：型号 MX-40、数量 10，与发票、信用证一致,2
verified_certificate:resp,核对提单 BL-3：描述为 10 industrial pump sets MX-40，型号数量与发票、装箱单、信用证一致,1
verified_certificate:resp,核对检验证明 QC-1：范围为包装完整性及数量抽样，结果 clear，与全套单据型号数量无冲突,2
verified_certificate:resp,核对销售邮件内容：买方技术人员明确表示'采购审批还在走，请暂不要据此安排型号变更'，不构成型号变更授权,1
verified_certificate:resp,核对卖方、检验机构、货代前序公开消息：发票已由 MX-40B 更正回 MX-40（INV-3），提单描述已明确为 MX-40（BL-3），均已实际执行且在各自授权范围内,1
verified_certificate:resp,确认当前单据包版本 3 中，信用证、发票、装箱单、提单、检验证明在型号 MX-40 与数量 10 上相互一致，无冲突,1
verified_certificate:resp,核对提单 BL-3：描述 10 industrial pump sets MX-40，型号数量与发票、装箱单、信用证一致,1
verified_certificate:resp,核对销售邮件内容：买方技术人员明确表示'采购审批还在走，请暂不要据此安排型号变更'，不构成型号变更正式授权,1
verified_certificate:resp,核对前序公开消息：发票已由 MX-40B 更正回 MX-40（INV-3），提单描述已明确为 MX-40（BL-3），均在各自授权范围内完成,1
verified_certificate:resp,独立判断：上游各环节 pass 不替代本行审单职责,1
verified_certificate:resp,核对当前单据包版本3中信用证LC-1、发票INV-3、装箱单PK-1、提单BL-3、检验证明QC-1在型号MX-40与数量10上是否相互一致,1
verified_certificate:resp,核对买方生产系统采购审批状态：MX-40已批准，MX-40B仍在技术讨论、未通过采购审批,1
verified_certificate:resp,核对销售邮件内容是否构成正式型号变更授权,2
verified_certificate:resp,核对卖方、检验机构、货代、出口银行、开证行的前序审查结论及实际执行情况,1
verified_certificate:resp,核对单据包历史版本与当前版本的一致性，确认旧版本已失效,1
verified_certificate:resp,核对销售助理提供的发票(INV-2)型号与生产ERP实际出运货物型号,1
verified_certificate:resp,核对装箱单(PK-1)、提单(BL-1)、检验证明(QC-1)与信用证(LC-1)要求的型号一致性,1
verified_certificate:resp,"核对数量一致性(发票/装箱单/提单/检验证均为10套,信用证要求10套)",1
verified_certificate:resp,审查发票型号变更是否有买方正式授权文件支撑,1
verified_certificate:resp,审查销售助理引用的技术沟通邮件是否构成有效型号变更授权,1
verified_certificate:resp,核对订舱记录与提单运输描述,1
verified_certificate:resp,核对信用证、发票、装箱单型号一致性,1
verified_certificate:resp,核对公开消息中卖方已恢复发票型号为MX-40的事实,1
verified_certificate:resp,核对发票型号与生产ERP实际货物型号,1
verified_certificate:resp,核对发票数量与装箱单、提单数量,1
verified_certificate:resp,核对单据间型号一致性,1
verified_certificate:resp,核对信用证要求的型号与单据型号,1
verified_certificate:resp,核对型号变更是否存在买方正式授权,1
verified_certificate:resp,核对单据间型号、数量一致性,1
verified_certificate:resp,"确认检验证明仅覆盖包装完整性与数量抽样,未涉及设备性能或型号适配性",1
verified_certificate:resp,核对信用证LC-1要求型号与单据型号一致性,2
verified_certificate:resp,核对发票、装箱单、提单三单型号一致性,1
verified_certificate:resp,核对发票、装箱单、提单数量与信用证数量一致性,1
verified_certificate:resp,核对检验证明范围与结果是否与本次运输相符,2
verified_certificate:resp,核对是否存在买方正式型号变更授权,3
verified_certificate:resp,核对运输描述是否与发票/装箱单型号冲突,2
verified_certificate:resp,核对发票、装箱单、提单三单型号与数量一致性,1
verified_certificate:resp,核对单据包版本与上游各组织签发记录是否一致,1
verified_certificate:resp,核对当前单据包版本3下信用证要求型号与各单据型号一致性,1
verified_certificate:resp,核对发票、装箱单、提单型号与数量一致性,1
verified_certificate:resp,核对各上游组织(卖方、检验机构、出口审单银行、开证行)审核结论与签发记录,1
verified_certificate:resp,"确认MX-40B未获本组织采购审批,采购系统仅批准MX-40",1
verified_certificate:resp,核对信用证 LC-1 要求的货物型号与数量,1
verified_certificate:resp,核对发票 INV-2 的型号与数量,2
verified_certificate:resp,核对装箱单 PK-1 的型号与数量,2
verified_certificate:resp,核对提单 BL-1 的货物描述,1
verified_certificate:resp,核对检验证明 QC-1 的范围与结果,1
verified_certificate:resp,核对销售助理所引用的技术沟通邮件是否构成正式型号变更授权,1
verified_certificate:resp,核对 ERP 中实际生产/发货的货物型号与数量,1
verified_certificate:resp,对照订舱记录核实提单运输描述范围与实际装运型号的对应关系,1
verified_certificate:resp,核实提单描述'10 industrial pump sets MX series'与订舱记录(10套MX-40泵)及当前发票/装箱单/检验证明所列MX-40是否冲突,1
verified_certificate:resp,核实发票、装箱单、提单、检验证明之间型号与数量的一致性,1
verified_certificate:resp,核对信用证项下型号MX-40、数量10套与上述单据的相符性,1
verified_certificate:resp,确认是否存在需要买方正式批准的型号变更事项,1
verified_certificate:resp,核对检验证明QC-1的检查范围与本机构职责边界,1
verified_certificate:resp,核实信用证LC-1项下型号MX-40、数量10套与当前发票(INV-3)、装箱单(PK-1)、提单(BL-1)、检验证明(QC-1)的一致性,1
verified_certificate:resp,确认买方对型号变更是否给予正式批准,1
verified_certificate:resp,确认当前单据包版本及历史冲突处理状态,1
verified_certificate:resp,对照信用证LC-1(版本LC-1)核对当前发票(INV-3)、装箱单(PK-1)、提单(BL-1)、检验证明(QC-1)型号与数量的一致性,1
verified_certificate:resp,核实买方邮件是否构成对型号变更的正式批准,2
verified_certificate:resp,核实单据描述间是否存在冲突(提单概括描述'MX series'与具体型号MX-40的兼容性),1
verified_certificate:resp,核实当前单据包版本及历史冲突处理状态,2
verified_certificate:resp,"确认本机构审单职责范围(单据一致性,不涉及实物质量保证)",1
verified_certificate:resp,对照信用证LC-1核对当前发票(INV-3)、装箱单(PK-1)、提单(BL-1)、检验证明(QC-1)型号与数量的一致性,1
verified_certificate:resp,核实提单概括描述'MX series'与具体型号MX-40的兼容性,2
verified_certificate:resp,"确认本机构审单职责范围(单据一致性,不涉及实物质量担保)",1
verified_certificate:resp,核对信用证项下要求与各单据描述范围是否相符,1
verified_certificate:resp,核对信用证LC-1项下型号MX-40、数量10套与当前发票(INV-3)、装箱单(PK-1)、提单(BL-1)、检验证明(QC-1)的一致性,1
verified_certificate:resp,核实买方内部邮件是否构成对型号变更的正式采购批准,1
verified_certificate:resp,核实当前单据包版本(版本2)及历史冲突处理状态,1
verified_certificate:resp,核对卖方已完成的对早期发票型号冲突的纠正是否恢复单据一致性,1
verified_certificate:resp,核对信用证 MX-40 与发票 MX-40B 的一致性,1
verified_certificate:resp,核对信用证数量 10 与发票数量 10 的一致性,1
verified_certificate:resp,核对装箱单 MX-40 / 10 与发票 MX-40B / 10 的差异,1
verified_certificate:resp,"核对提单描述（MX series, 10 sets）与发票/装箱单的兼容性",1
verified_certificate:resp,核对检验证明 QC-1（包装完整性及数量抽样）,1
verified_certificate:resp,核实型号变更是否已获买方正式批准,1
verified_certificate:resp,核对提单运输描述与订舱记录(10套MX-40泵)的一致性,1
verified_certificate:resp,确认提单描述是否与其他单据型号/数量存在冲突,1
verified_certificate:resp,核对公开消息中seller是否已完成INV-3发票型号修正为MX-40,1
verified_certificate:resp,"确认提单描述MX series与具体型号MX-40不构成非冲突概括,无需修改",1
verified_certificate:resp,核对检验证明QC-1检查范围与结果,1
verified_certificate:resp,核对公开消息中seller发票型号修正记录,1
verified_certificate:resp,核对当前单据包版本与各单据型号/数量一致性,1
verified_certificate:resp,确认是否存在需升级的型号变更或新增检验需求,1
verified_certificate:resp,"核对信用证LC-1(型号MX-40,数量10,要求发票/装箱单/提单/检验证明相互不冲突,型号变更需买方正式批准)与当前发票INV-3、装箱单PK-1、提单BL-1、检验证明QC-1的型号与数量一致性",1
verified_certificate:resp,核对买方技术沟通邮件性质是否构成正式型号变更批准,2
verified_certificate:resp,核对seller公开消息所述发票修正是否已在当前bundle版本(2)中实际落地,1
verified_certificate:resp,核对freight_forwarder与inspector在当前bundle下出具的证书是否覆盖其各自职责范围,1
verified_certificate:resp,确认各单据描述间是否存在冲突(提单'MX series'与具体型号MX-40的关系),1
verified_certificate:resp,确认是否存在需要本行进一步处理的不符点或补证需求,1
verified_certificate:resp,核对当前单据包bundle v2下各单据型号/数量与信用证LC-1的一致性,1
verified_certificate:resp,核对发票INV-3是否已由seller按ERP与装箱单修正为MX-40、数量10,1
verified_certificate:resp,核对freight_forwarder、inspector、export_bank在当前bundle下重新出具证书的职责覆盖情况,1
verified_certificate:resp,确认提单BL-1概括描述MX series与具体型号MX-40是否构成冲突,1
verified_certificate:resp,确认开证行自身授信及审单职责范围内是否存在需升级的不符点,1
verified_certificate:resp,核对信用证LC-1要求的型号MX-40、数量10与当前发票INV-3、装箱单PK-1、提单BL-1、检验证明QC-1的一致性,1
verified_certificate:resp,确认买方技术邮件是否构成正式型号变更批准,1
verified_certificate:resp,确认seller发票型号修正已在bundle v2中实际落地,1
verified_certificate:resp,确认提单概括描述MX series与具体型号MX-40不构成冲突,1
verified_certificate:resp,核对各组织在当前bundle下重新出具的证书覆盖其各自职责范围,1
verified_certificate:resp,核对销售合同/信用证对型号的规定,1
verified_certificate:resp,核对装箱单、提单、检验证明对型号的记载,1
verified_certificate:resp,核对内部ERP实际生产型号,1
verified_certificate:resp,核对买方对型号变更的正式授权情况,1
verified_certificate:resp,核对提单当前运输描述：'10 industrial pump sets MX series',1
verified_certificate:resp,核对信用证、发票、装箱单、检验证明中的型号一致性,1
verified_certificate:resp,核对卖方公开消息及当前单据包版本（版本2，INV-3型号MX-40）,1
verified_certificate:resp,核对买方邮件：买方仅表示MX-40B'看起来可行'，明确要求暂不据此变更型号，未发出正式批准,1
verified_certificate:resp,核对信用证 MX-40/10套 与 ERP 实际生产型号 MX-40/10套 一致,1
verified_certificate:resp,核对销售助理邮件不构成正式型号变更授权，明确不得据此变更型号,1
verified_certificate:resp,核对现行发票 INV-3 型号 MX-40/数量10 与信用证、装箱单、提单、检验证明一致,1
verified_certificate:resp,核对提单 BL-3 已由货代依委托将运输描述明确为 MX-40，与现行发票不冲突,1
